,actual values,predicted values
8130,[-0.80062522],[-0.78629288]
8131,[-0.96947533],[-0.91877892]
8132,[-0.36161494],[-0.08161102]
8133,[-0.96947533],[-0.57573097]
8134,[-1.13832543],[-1.02653791]
8135,[-0.00365271],[-0.01311824]
8136,[0.33404751],[0.87979648]
8137,[3.38685745],[3.45447614]
8138,[1.56327629],[1.79965439]
8139,[2.17113668],[2.1065489]
8140,[0.09090335],[0.20856778]
8141,[0.98918592],[0.86930851]
8142,[-0.42915498],[-0.45584968]
8143,[-0.89518128],[-1.03540715]
8144,[0.34755551],[0.14591707]
8145,[-0.462925],[-0.39694633]
8146,[-0.24004286],[-0.62714927]
8147,[-0.02391472],[-0.02585983]
8148,[-0.27381288],[-0.28860349]
8149,[-0.9221973],[-0.64261905]
8150,[-1.38146959],[-1.35961885]
8151,[-0.34135292],[-0.29959939]
8152,[-0.59800509],[0.27957113]
8153,[2.49532889],[2.65884379]
8154,[2.17113668],[2.34198275]
8155,[-0.90193528],[-0.95870504]
8156,[0.61771569],[0.574326]
8157,[-1.21937349],[-0.97049674]
8158,[-0.12522479],[-0.37765593]
8159,[-0.47643301],[-0.87179688]
8160,[0.60074963],[0.47017981]
8161,[-1.03701537],[-1.03580817]
8162,[-1.05390038],[-0.87860432]
8163,[-0.63987992],[-0.61784871]
8164,[0.90138387],[0.88412973]
8165,[0.51640562],[-0.0138756]
8166,[-1.03701537],[-0.92408817]
8167,[-0.1454868],[0.40663454]
8168,[1.51599826],[2.22591962]
8169,[-0.26030487],[-0.19404406]
8170,[-0.83439524],[-0.72829143]
8171,[-0.94921331],[-0.6486554]
8172,[0.14493539],[-0.01512038]
8173,[-1.00324535],[-0.76555096]
8174,[1.19856006],[0.79320864]
8175,[1.90097651],[1.20141552]
8176,[-0.67905314],[-0.87490977]
8177,[-1.65838377],[-1.63997444]
8178,[-1.07078539],[-1.1360094]
8179,[-0.83439524],[-0.61064924]
8180,[-0.26030487],[0.13635645]
8181,[-0.78036321],[-0.85226127]
8182,[0.21247543],[-0.01540429]
8183,[0.0098553],[0.3627943]
8184,[0.75279577],[0.98906897]
8185,[0.38132554],[0.85716639]
8186,[-0.27381288],[-0.21479673]
8187,[1.90097651],[1.61910014]
8188,[1.02295595],[0.73694382]
8189,[1.90097651],[2.408487]
8190,[0.22463264],[0.25556421]
8191,[-0.24679686],[-0.06435337]
8192,[-0.63177511],[-0.47920292]
8193,[-1.27340552],[-1.31899499]
8194,[-0.69931515],[-0.61065148]
8195,[0.14493539],[0.70002575]
8196,[-0.19276483],[0.24582802]
8197,[2.94784717],[2.1237975]
8198,[-0.53046505],[0.00765436]
8199,[-0.02391472],[-0.12777294]
8200,[-0.462925],[-0.22841929]
8201,[-1.07753939],[-1.03682195]
8202,[2.46155886],[2.43156143]
8203,[-0.42915498],[-0.57092333]
8204,[-0.05768474],[0.21001888]
8205,[0.06388733],[0.23924169]
8206,[2.49532889],[1.34364452]
8207,[-0.53046505],[-0.08622766]
8208,[-0.26030487],[-0.35016959]
8209,[0.68525573],[0.69179376]
8210,[0.0166093],[0.09928333]
8211,[-0.9357053],[-0.9712357]
8212,[0.28001547],[0.33534913]
8213,[1.90097651],[1.8539101]
8214,[-0.80062522],[-0.92032135]
8215,[-0.39538496],[-0.28390068]
8216,[-0.80737922],[-0.53003139]
8217,[-0.98298333],[-1.38158364]
8218,[0.09765736],[0.25073575]
8219,[-1.28091597],[-1.29456297]
8220,[0.07739534],[0.20223734]
8221,[-1.20586548],[-0.91728484]
8222,[0.67174772],[1.03765733]
8223,[-0.09820877],[-0.52622223]
8224,[-0.32784492],[-0.5238809]
8225,[-0.55748106],[-0.39401928]
8226,[-0.24004286],[-0.34767433]
8227,[0.71902575],[0.69504869]
8228,[-1.17209546],[-1.15968272]
8229,[-0.32784492],[-0.54174423]
8230,[0.4826356],[0.13476051]
8231,[0.11116536],[0.29477484]
8232,[-0.98298333],[-1.11219202]
8233,[-1.00324535],[-0.7096258]
8234,[-0.69931515],[-0.69750566]
8235,[0.75279577],[0.98903414]
8236,[-0.9221973],[-0.82367943]
8237,[2.61014696],[1.87365866]
8238,[-0.26030487],[-0.30760933]
8239,[-1.40848561],[-1.46105929]
8240,[0.26313046],[-0.14789333]
8241,[-1.07078539],[-0.91280187]
8242,[-1.2477403],[-1.24873058]
8243,[-1.20586548],[-1.06672086]
8244,[0.07739534],[-0.11410936]
8245,[-0.40889297],[-0.51460738]
8246,[-1.25314351],[-1.04846591]
8247,[-0.80062522],[-0.95175853]
8248,[1.49573625],[1.30124864]
8249,[-0.28732089],[-0.46871576]
8250,[-0.6115131],[-0.89287751]
8251,[-1.50979567],[-1.49221611]
8252,[-0.19276483],[-0.16890096]
8253,[0.23273744],[0.33430589]
8254,[-0.78036321],[-0.73222779]
8255,[0.82033582],[1.1239199]
8256,[-0.01716072],[-0.34242736]
8257,[1.04997196],[1.70787109]
8258,[1.54225783],[1.67797386]
8259,[-0.98973734],[-1.03632703]
8260,[1.22557608],[0.99990139]
8261,[-0.32784492],[-0.5245873]
8262,[-0.73308517],[-0.83443732]
8263,[1.09049599],[0.87594836]
8264,[0.88787586],[1.27430882]
8265,[-1.28691353],[-0.97891106]
8266,[-0.17925682],[-0.27458707]
8267,[-0.69931515],[-0.48065776]
8268,[2.72496503],[2.28665007]
8269,[-1.37471558],[-1.21200924]
8270,[0.4826356],[1.33748483]
8271,[-0.69256115],[-0.64454403]
8272,[-0.74659318],[-0.80528911]
8273,[0.55017564],[1.06733235]
8274,[-0.36161494],[-0.03439654]
8275,[2.23867672],[2.18286027]
8276,[0.21247543],[0.3135375]
8277,[1.19180605],[0.90510372]
8278,[-0.2340453],[-0.49983403]
8279,[0.67174772],[0.15508334]
8280,[0.11116536],[-0.03422283]
8281,[-0.53046505],[-0.4878175]
8282,[-0.65879113],[-0.63777464]
8283,[-0.28191769],[-0.13561388]
8284,[-1.40848561],[-1.35265615]
8285,[3.64350962],[3.04233246]
8286,[0.29352348],[0.24636586]
8287,[0.13742493],[0.05874305]
8288,[-0.0651952],[-0.08483008]
8289,[-1.0842934],[-1.10999503]
8290,[-0.73308517],[-0.73995957]
8291,[-0.05768474],[-0.23080447]
8292,[-0.19276483],[-0.10937173]
8293,[-0.66554513],[-0.51180069]
8294,[-0.21302684],[-0.04968437]
8295,[-0.47643301],[-0.52764413]
8296,[0.21247543],[0.02628838]
8297,[-1.03701537],[-1.17122901]
8298,[-0.09145477],[-0.18308778]
8299,[-0.26030487],[-0.47720364]
8300,[-0.67905314],[-0.50311278]
8301,[0.75279577],[0.88976249]
8302,[-0.24004286],[-0.59463513]
8303,[0.90138387],[0.69121333]
8304,[1.56327629],[1.12913688]
8305,[-0.00365271],[-0.08249171]
8306,[0.92164588],[0.72669055]
8307,[-1.30717554],[-1.27732373]
8308,[0.7865658],[0.75589677]
8309,[0.4826356],[1.00025057]
8310,[-1.10455541],[-0.93960589]
8311,[-0.30158535],[-0.18033222]
8312,[-0.86816526],[-0.7467978]
8313,[0.28001547],[-0.19661291]
8314,[-0.05768474],[0.20155067]
8315,[0.51640562],[-0.04078059]
8316,[-0.26030487],[-0.24718336]
8317,[-0.86816526],[-0.8143089]
8318,[0.04362532],[0.05076027]
8319,[0.61771569],[0.72179334]
8320,[-0.15899481],[0.08887308]
8321,[-0.12522479],[-0.27236987]
8322,[-1.03701537],[-1.21758791]
8323,[-0.462925],[-0.31093409]
8324,[0.58394567],[0.61897866]
8325,[-0.78036321],[-0.93777855]
8326,[-0.32784492],[-0.10059053]
8327,[1.05672597],[0.92565649]
8328,[1.36065616],[1.13397073]
8329,[-0.88167327],[-0.90479668]
8330,[-0.20627284],[-0.50342414]
8331,[-0.67905314],[-0.68211453]
8332,[2.09008863],[1.03487911]
8333,[-1.03026136],[-1.09816439]
8334,[-0.80062522],[-0.83137834]
8335,[-0.99986835],[-0.80927374]
8336,[0.53666764],[0.28055361]
8337,[-0.36161494],[-0.29813616]
8338,[-0.59800509],[-0.604067]
8339,[-1.37471558],[-0.91887912]
8340,[-1.19235747],[-1.16365436]
8341,[-1.07078539],[-1.2172023]
8342,[0.82033582],[0.41484029]
8343,[1.94749809],[1.52119335]
8344,[0.0098553],[0.37973994]
8345,[2.44129685],[2.23356654]
8346,[-0.12522479],[-0.05965748]
8347,[-0.88167327],[-1.00468405]
8348,[-0.32784492],[-0.4830954]
8349,[-0.63177511],[-0.62675354]
8350,[-1.13832543],[-1.21435401]
8351,[0.24624545],[-0.1319329]
8352,[-0.37849995],[-0.58552916]
8353,[-0.02391472],[0.10279065]
8354,[0.65148571],[1.67582183]
8355,[-1.20586548],[-1.10336503]
8356,[-0.12522479],[-0.22508199]
8357,[0.21247543],[-0.23518611]
8358,[3.9271778],[3.77145842]
8359,[1.71786194],[1.49307232]
8360,[-1.37471558],[-1.26254415]
8361,[2.50883689],[2.1605422]
8362,[-0.73308517],[-0.58188792]
8363,[-0.00440916],[0.10052977]
8364,[0.68525573],[0.70014449]
8365,[0.53666764],[1.30677114]
8366,[-0.26030487],[-0.29440025]
8367,[-0.09145477],[-0.21654263]
8368,[-0.13197879],[0.23469958]
8369,[-0.39538496],[-0.18377314]
8370,[-1.15858745],[-1.05803345]
8371,[1.4281962],[1.7831489]
8372,[-0.29407489],[-0.01937653]
8373,[0.68525573],[0.96324307]
8374,[0.6346007],[0.08948325]
8375,[-0.29407489],[-0.25726351]
8376,[-1.27340552],[-1.31407317]
8377,[0.41509556],[0.4151146]
8378,[0.75954978],[0.62154787]
8379,[-1.07078539],[-1.09375347]
8380,[0.36106352],[0.21810083]
8381,[0.38132554],[0.57059431]
8382,[-0.47643301],[-0.32462587]
8383,[0.09765736],[0.28933965]
8384,[-0.24679686],[-0.369383]
8385,[2.30621677],[2.277273]
8386,[0.42860357],[0.94232291]
8387,[-0.32784492],[-0.10814121]
8388,[1.83343646],[1.90280398]
8389,[-0.05768474],[0.02346556]
8390,[0.23273744],[-0.43466897]
8391,[-0.09145477],[-0.04682855]
8392,[-0.80062522],[-0.54298957]
8393,[0.11116536],[-0.07514736]
8394,[0.0098553],[-0.09287181]
8395,[-0.53046505],[-0.52287521]
8396,[0.24624545],[0.2224977]
8397,[-0.90193528],[-1.08989662]
8398,[-0.86816526],[-0.9888496]
8399,[0.4826356],[0.57699649]
8400,[-0.03742273],[-0.26822606]
8401,[-0.9357053],[-0.99253618]
8402,[-0.39538496],[-0.49734432]
8403,[-0.26030487],[-0.44389696]
8404,[-1.00324535],[-0.93749945]
8405,[1.56327629],[1.6621871]
8406,[-0.86816526],[-0.69303683]
8407,[-0.90193528],[-0.86513484]
8408,[-0.51830784],[-0.23786903]
8409,[-1.22612749],[-1.04595468]
8410,[2.23867672],[1.93162178]
8411,[1.83343646],[2.03626377]
8412,[-0.42915498],[-0.35913461]
8413,[-1.3949776],[-1.46613861]
8414,[-0.72708762],[-0.59010419]
8415,[-0.9357053],[-0.96596457]
8416,[-0.81413323],[-0.89338159]
8417,[2.90056914],[3.11259746]
8418,[-0.94921331],[-0.60597374]
8419,[-0.49669502],[0.21278795]
8420,[1.4146882],[1.30959918]
8421,[1.02970995],[0.83905052]
8422,[0.68525573],[0.99599944]
8423,[-0.42915498],[-0.12002106]
8424,[0.24624545],[0.38910355]
8425,[0.0098553],[0.15689164]
8426,[0.41509556],[0.02364341]
8427,[-0.22653485],[0.01095621]
8428,[-1.18020026],[-1.08336081]
8429,[0.28001547],[-0.22170931]
8430,[2.50883689],[2.5451371]
8431,[0.14493539],[-0.12022296]
8432,[-0.84790325],[-0.88615759]
8433,[2.49532889],[2.41942359]
8434,[2.17113668],[2.38739785]
8435,[0.04362532],[0.11993731]
8436,[0.26650746],[0.64020576]
8437,[-0.24079931],[-0.06364882]
8438,[0.29352348],[0.23973639]
8439,[3.23826936],[3.32196468]
8440,[2.13736666],[2.12092523]
8441,[-0.94921331],[-0.89327522]
8442,[-1.15183344],[-1.17389897]
8443,[2.17113668],[1.62034741]
8444,[-0.19276483],[-0.04020208]
8445,[0.17870541],[0.75778418]
8446,[2.64391698],[1.27830083]
8447,[-0.462925],[-0.14306227]
8448,[-0.86816526],[-0.70761056]
8449,[-0.9357053],[-0.91612381]
8450,[-0.36161494],[-0.5892074]
8451,[-0.49669502],[-0.20632504]
8452,[-0.40289541],[-0.51507321]
8453,[0.71902575],[0.92028625]
8454,[0.41509556],[0.32624713]
8455,[0.07739534],[0.35556965]
8456,[-0.9357053],[-0.66501905]
8457,[-0.29407489],[-0.40759793]
8458,[-0.3075829],[-0.41024537]
8459,[-0.63177511],[-0.26640433]
8460,[-0.12522479],[-0.11112045]
8461,[0.55017564],[0.76658495]
8462,[-0.58449708],[-0.3137509]
8463,[0.21247543],[0.16176628]
8464,[-0.63177511],[-0.27010079]
8465,[-1.10455541],[-1.27100381]
8466,[0.49614361],[0.74278969]
8467,[0.42860357],[0.93355604]
8468,[-1.10455541],[-1.22097342]
8469,[1.90097651],[1.70213631]
8470,[2.77899707],[3.19128582]
8471,[-0.96947533],[-1.04263802]
8472,[-0.83439524],[-0.80410616]
8473,[-1.37471558],[-1.34818671]
8474,[-0.71282316],[-0.7185701]
8475,[2.49532889],[2.6557633]
8476,[-0.63852911],[-0.59756922]
8477,[-1.05727738],[-1.07889297]
8478,[-0.02391472],[-0.15371391]
8479,[0.54342164],[0.83886719]
8480,[2.94784717],[2.94655582]
8481,[-0.83439524],[-1.00610641]
8482,[0.38132554],[0.11298308]
8483,[-0.95596732],[-1.01021926]
8484,[0.04362532],[-0.65001176]
8485,[0.41509556],[0.336585]
8486,[-0.462925],[-0.40310555]
8487,[-0.26030487],[0.51030841]
8488,[1.29311612],[1.30482421]
8489,[0.0098553],[0.4711178]
8490,[0.06388733],[0.07392061]
8491,[1.69835638],[1.3247353]
8492,[0.4826356],[0.31225403]
8493,[-1.27340552],[-1.17777791]
8494,[2.13736666],[1.88967068]
8495,[0.1719514],[0.20722069]
8496,[-1.05727738],[-1.18906931]
8497,[-0.74659318],[-0.93468495]
8498,[1.75838597],[1.25185504]
8499,[-0.80062522],[-0.7930006]
8500,[0.35355307],[0.05716691]
8501,[-0.73308517],[-0.29916399]
8502,[0.29352348],[0.21629207]
8503,[1.83343646],[1.70244657]
8504,[-0.83439524],[-0.67523279]
8505,[-0.12522479],[-0.48755969]
8506,[-0.19276483],[-0.14645569]
8507,[-0.63177511],[-0.68702754]
8508,[-1.30717554],[-1.18512171]
8509,[-0.59800509],[-0.54192378]
8510,[-1.2396355],[-1.0132323]
8511,[0.09765736],[-0.11428001]
8512,[-1.10455541],[-1.33009998]
8513,[-0.49669502],[-0.78242945]
8514,[-0.80062522],[-1.05973507]
8515,[-0.90193528],[-0.70421315]
8516,[0.55017564],[0.58055989]
8517,[-0.09145477],[-0.0437261]
8518,[-0.05768474],[-0.20599239]
8519,[0.08414935],[0.15520084]
8520,[-0.78036321],[-1.05091531]
8521,[0.46912759],[0.76473456]
8522,[0.67174772],[0.72001006]
8523,[-0.95731812],[-0.9495904]
8524,[0.0098553],[0.08252371]
8525,[0.6312237],[0.48025503]
8526,[0.60420768],[0.54350677]
8527,[0.55017564],[0.51447166]
8528,[-0.56423507],[-0.64255899]
8529,[0.19221342],[0.9615943]
8530,[0.61771569],[0.94789284]
8531,[-0.33594972],[-0.20952137]
8532,[-0.73308517],[-0.57108194]
8533,[1.21206807],[1.12600093]
8534,[-0.18601083],[-0.1963965]
8535,[-0.19276483],[-0.38318067]
8536,[0.13142738],[0.05874305]
8537,[1.61730833],[1.79679653]
8538,[0.75279577],[1.21911065]
8539,[1.36065616],[0.619922]
8540,[-0.05768474],[-0.04968437]
8541,[-0.462925],[-0.20120266]
8542,[-1.17209546],[-0.74534175]
8543,[0.30027748],[0.27962391]
8544,[-0.63177511],[-0.48895743]
8545,[-0.9357053],[-0.89876586]
8546,[-0.39538496],[-0.20061142]
8547,[-1.30042154],[-1.3519807]
8548,[-1.02350736],[-0.79840406]
8549,[1.05672597],[0.61211278]
8550,[0.0098553],[-0.0269691]
8551,[0.24624545],[0.31733971]
8552,[1.52950627],[1.76750242]
8553,[0.40158755],[0.42266936]
8554,[1.63081633],[1.13367749]
8555,[0.36106352],[0.62755224]
8556,[0.07739534],[0.16127938]
8557,[1.32688614],[1.28977296]
8558,[-0.7668552],[-0.74209553]
8559,[-0.37512295],[-0.63724745]
8560,[0.85410584],[2.55692757]
8561,[1.39442618],[0.26046746]
8562,[-0.36161494],[-0.23405627]
8563,[0.27925902],[-0.16945827]
8564,[-0.07119275],[-0.48097352]
8565,[-1.20586548],[-1.09157246]
8566,[0.92164588],[0.93177978]
8567,[-0.07119275],[-0.32402095]
8568,[0.07739534],[-0.10179815]
8569,[1.04321796],[1.46511163]
8570,[0.07744937],[-0.07539888]
8571,[-0.47643301],[-0.12964587]
8572,[0.82033582],[0.42201168]
8573,[0.26650746],[-0.02259977]
8574,[-0.15899481],[-0.2013935]
8575,[-0.31433691],[-0.51176341]
8576,[-0.59800509],[-0.60663139]
8577,[-0.80062522],[-0.96392452]
8578,[-0.09145477],[-0.55550288]
8579,[-0.80062522],[-1.03316769]
8580,[-0.73308517],[-0.89900204]
8581,[0.41509556],[0.41275739]
8582,[2.09008863],[1.7448819]
8583,[-0.9357053],[-0.88095385]
8584,[-0.54397305],[-0.2867538]
8585,[0.21247543],[-0.16679249]
8586,[-1.25314351],[-1.09972195]
8587,[0.31378549],[0.51926709]
8588,[-1.13832543],[-0.89357716]
8589,[0.24624545],[-0.0238471]
8590,[-0.53721905],[-0.58726965]
8591,[-0.12522479],[0.29002133]
8592,[0.04362532],[-0.148603]
8593,[0.21247543],[0.45987047]
8594,[0.34755551],[0.05845141]
8595,[0.21247543],[0.41007719]
8596,[0.25299945],[-0.24255969]
8597,[0.28676948],[0.24091803]
8598,[1.65107835],[1.16884796]
8599,[0.58394567],[0.43160822]
8600,[0.24624545],[0.28829664]
8601,[0.88787586],[1.13307355]
8602,[0.0098553],[-0.05500255]
8603,[-1.13832543],[-1.01336205]
8604,[-0.34135292],[-0.4273271]
8605,[-0.48318702],[-0.19433752]
8606,[-1.07078539],[-0.78820452]
8607,[-0.0651952],[0.09343941]
8608,[2.37375681],[1.85554408]
8609,[-0.73308517],[-1.02763515]
8610,[0.71902575],[0.19980266]
8611,[-0.462925],[-0.21335527]
8612,[0.21252946],[0.70864004]
8613,[-0.59800509],[-0.50832089]
8614,[-0.37512295],[-0.62961749]
8615,[-0.91544329],[-0.90071719]
8616,[-0.32784492],[0.08710953]
8617,[-0.69931515],[-0.42235534]
8618,[0.41509556],[0.12358534]
8619,[0.0098553],[0.15457339]
8620,[-0.91544329],[-0.82633065]
8621,[-0.56423507],[-0.54009162]
8622,[-0.67905314],[-0.3944459]
8623,[-0.17250282],[-0.19749805]
8624,[-0.78711721],[-0.53709886]
8625,[1.76589642],[1.89697399]
8626,[-0.91544329],[-0.70314244]
8627,[1.21206807],[0.80011432]
8628,[0.11116536],[0.27819341]
8629,[-0.27381288],[-0.1427748]
8630,[-0.35561738],[-0.58238756]
8631,[0.4826356],[0.75391932]
8632,[0.88787586],[0.68494906]
8633,[0.14493539],[-0.08256749]
8634,[-0.84790325],[-0.83219846]
8635,[-1.0910474],[-0.95020214]
8636,[-0.462925],[-0.29408729]
8637,[-0.36161494],[-0.61633134]
8638,[-0.87491927],[-0.66694183]
8639,[-0.05768474],[0.26986313]
8640,[2.2049067],[1.69064682]
8641,[1.75238841],[1.74009571]
8642,[-0.71282316],[-0.29593117]
8643,[0.07739534],[0.18007079]
8644,[-0.73308517],[-0.58428692]
8645,[0.55017564],[1.77902042]
8646,[-0.80062522],[-0.96100754]
8647,[-0.73308517],[-0.72322054]
8648,[-1.54356569],[-1.57266342]
8649,[0.34755551],[-0.02576945]
8650,[1.17154404],[2.2148852]
8651,[-0.39538496],[-0.45138723]
8652,[-1.10455541],[-1.01328466]
8653,[-0.9357053],[-0.69675707]
8654,[-0.02391472],[-0.00234162]
8655,[-0.74659318],[-0.77418448]
8656,[-0.05768474],[0.32331792]
8657,[-0.66554513],[-0.52214173]
8658,[-0.58449708],[-0.57575024]
8659,[-0.05768474],[-0.06005453]
8660,[-0.53046505],[-0.4098855]
8661,[-0.69256115],[-0.61805517]
8662,[-0.64528312],[-0.61173006]
8663,[-1.17209546],[-1.18919423]
8664,[-0.32784492],[0.09162102]
8665,[0.06388733],[0.08544333]
8666,[-0.53046505],[-0.60908885]
8667,[-0.53046505],[-0.62019549]
8668,[0.1753284],[0.04348545]
8669,[-0.1387328],[-0.34467735]
8670,[1.76589642],[1.31425294]
8671,[1.34714815],[0.77740251]
8672,[-0.44266299],[-0.41000353]
8673,[0.07739534],[-0.26700202]
8674,[0.74528532],[0.55528842]
8675,[0.75279577],[0.84991149]
8676,[1.29311612],[1.68590987]
8677,[-0.15899481],[0.0398701]
8678,[-0.10496277],[-0.1140835]
8679,[-0.56423507],[-0.33045653]
8680,[-0.07119275],[-0.13050986]
8681,[0.03552052],[-0.09347511]
8682,[-1.12481743],[-1.13473364]
8683,[0.41509556],[1.78114793]
8684,[1.20531406],[1.52478603]
8685,[0.88787586],[1.16275759]
8686,[-0.12522479],[0.25947286]
8687,[3.08292726],[2.97287018]
8688,[0.91413543],[0.94106052]
8689,[-1.17209546],[-1.15146769]
8690,[1.36065616],[1.0294049]
8691,[1.49573625],[1.97102792]
8692,[-0.21378329],[-0.27158288]
8693,[-0.22653485],[-0.23754937]
8694,[0.06388733],[0.10567996]
8695,[0.11116536],[0.31939137]
8696,[1.05672597],[0.37731325]
8697,[0.80682781],[0.72495252]
8698,[-0.34135292],[-0.17493364]
8699,[0.65148571],[0.97713779]
8700,[-0.81413323],[-0.93730513]
8701,[0.92164588],[0.60775968]
8702,[-1.07078539],[-0.80745848]
8703,[-0.64528312],[-0.59622913]
8704,[-0.66554513],[-0.74119271]
8705,[-0.40889297],[-0.24068518]
8706,[0.85410584],[1.10338017]
8707,[1.22557608],[0.85819396]
8708,[-0.36161494],[0.25921083]
8709,[-1.05052338],[-0.9673703]
8710,[1.49573625],[1.76127724]
8711,[-0.9357053],[-0.64137163]
8712,[1.22557608],[1.71663523]
8713,[0.04362532],[-0.10594782]
8714,[2.00228657],[2.23778578]
8715,[1.21206807],[0.86371943]
8716,[-0.00365271],[0.12416642]
8717,[0.28001547],[-0.52426288]
8718,[-0.80062522],[-0.54226489]
8719,[-0.04417674],[0.22221179]
8720,[1.66458636],[1.44425917]
8721,[-0.9357053],[-0.80656339]
8722,[-1.0842934],[-1.03112918]
8723,[0.34755551],[0.33796262]
8724,[1.17154404],[0.49218968]
8725,[-0.05768474],[-0.25107126]
8726,[-0.49669502],[-0.39397194]
8727,[0.88787586],[0.61617252]
8728,[-0.462925],[-0.33758309]
8729,[-1.25314351],[-1.175151]
8730,[0.26650746],[0.43829899]
8731,[-1.34094556],[-1.3787787]
8732,[2.02254858],[1.61369457]
8733,[-0.462925],[-0.37866089]
8734,[1.56327629],[1.5614415]
8735,[-0.59800509],[-0.48302523]
8736,[0.40758511],[0.89940801]
8737,[-0.36161494],[-0.13347579]
8738,[3.04164679],[2.93951597]
8739,[-1.50304167],[-1.34994346]
8740,[-0.90193528],[-0.77870426]
8741,[0.06388733],[-0.02185891]
8742,[0.17870541],[0.21344841]
8743,[-0.69256115],[-0.87195016]
8744,[0.11116536],[-0.14547517]
8745,[0.80682781],[0.55350429]
8746,[-1.01675336],[-1.02472075]
8747,[-0.65954758],[-0.29799659]
8748,[-0.32784492],[0.03676374]
8749,[-0.9357053],[-0.91577946]
8750,[1.36065616],[1.10887646]
8751,[0.73928776],[0.52912855]
8752,[-0.462925],[-0.0698376]
8753,[-0.80062522],[-1.10087236]
8754,[0.13142738],[-0.06823922]
8755,[-1.20586548],[-0.91006578]
8756,[2.74522705],[1.22868925]
8757,[0.71902575],[0.33780927]
8758,[-1.40848561],[-1.16755649]
8759,[0.15844339],[0.28908705]
8760,[0.71902575],[1.12906925]
8761,[-0.45692745],[-0.37544592]
8762,[-0.40889297],[-0.32064618]
8763,[0.28001547],[0.78765834]
8764,[-0.29407489],[0.27705366]
8765,[-0.07119275],[-0.07244985]
8766,[-0.19276483],[-0.38108573]
8767,[-1.34094556],[-1.28005659]
8768,[0.41509556],[0.56700913]
8769,[-0.07794676],[0.38482099]
8770,[-0.39538496],[-0.48031622]
8771,[-1.14507944],[-1.34084361]
8772,[0.51640562],[0.74437328]
8773,[-0.56423507],[-0.76199995]
8774,[-0.48656402],[-0.25906353]
8775,[-0.05768474],[0.12778986]
8776,[2.44129685],[1.91605962]
8777,[-0.42915498],[-0.8569357]
8778,[-1.17884946],[-1.11946019]
8779,[0.22598344],[0.05278031]
8780,[-0.29407489],[-0.41440856]
8781,[1.4281962],[1.98481176]
8782,[1.63081633],[1.66170093]
8783,[0.25975346],[0.30394691]
8784,[-0.49669502],[-0.48248702]
8785,[0.07739534],[-0.07880107]
8786,[-0.84114924],[-0.72917595]
8787,[-0.80062522],[-0.95108251]
8788,[2.71145702],[2.407093]
8789,[2.2049067],[1.91649672]
8790,[-0.20627284],[-0.21458803]
8791,[-1.40848561],[-1.41404843]
8792,[-0.03742273],[-0.12003325]
8793,[0.87436785],[1.36555182]
8794,[-0.80062522],[-0.64386263]
8795,[-0.66554513],[-0.77766291]
8796,[-0.66555189],[-0.89161224]
8797,[-0.66554513],[-0.58389612]
8798,[-0.05768474],[0.07008389]
8799,[-0.56423507],[-0.44637678]
8800,[-0.26030487],[0.10173959]
8801,[-0.28056689],[-0.10556224]
8802,[-0.09145477],[0.00426379]
8803,[0.77230134],[0.61658798]
8804,[0.4758816],[-0.64884758]
8805,[-1.0842934],[-0.94078171]
8806,[0.88787586],[1.1661704]
8807,[-0.47643301],[-0.49535858]
8808,[-0.98298333],[-0.95042628]
8809,[0.60420768],[0.37894755]
8810,[-0.86816526],[-1.02587536]
